CMDLINE /home/nvremort/venv/bin/python3 profiler_test.py
MEM 0.625000 1709659050.5558
MEM 22.152344 1709659050.6561
MEM 34.089844 1709659050.7564
MEM 43.652344 1709659050.8567
MEM 49.277344 1709659050.9569
MEM 51.152344 1709659051.0572
MEM 51.902344 1709659051.1576
MEM 51.902344 1709659051.2583
MEM 53.402344 1709659051.3586
MEM 55.777344 1709659051.4589
MEM 58.070312 1709659051.5592
MEM 58.070312 1709659051.6595
MEM 58.070312 1709659051.7598
MEM 53.429688 1709659051.8600
