CMDLINE /home/nvremort/venv/bin/python3 profiler_test.py
MEM 0.500000 1741263069.5749
MEM 23.277344 1741263069.6752
MEM 34.964844 1741263069.7755
MEM 44.714844 1741263069.8757
MEM 49.464844 1741263069.9760
MEM 51.964844 1741263070.0764
MEM 51.964844 1741263070.1768
MEM 51.964844 1741263070.2776
MEM 55.464844 1741263070.3779
MEM 60.347656 1741263070.4782
MEM 60.347656 1741263070.5784
MEM 60.347656 1741263070.6787
MEM 55.707031 1741263070.7790
